5-10yr,Automobile,No defect,Asphalt roads,Daylight,Normal,Fall from vehicles,2,1,3,No distancing,Slight Injury
1-2yr,Automobile,No defect,Asphalt roads,Darkness - lights lit,Normal,Collision with roadside-parked vehicles,2,2,na,No priority to vehicle,Slight Injury
Below 1yr,,No defect,Asphalt roads,Darkness - lights lit,Normal,Collision with animals,2,2,2,Other,Slight Injury
,,,Asphalt roads,Darkness - lights lit,Normal,Collision with animals,2,2,na,Driving carelessly,Slight Injury
Below 1yr,Automobile,7,Asphalt roads,Daylight,Normal,Collision with pedestrians,2,1,3,Changing lane to the left,Slight Injury
Below 1yr,Automobile,,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,2,1,na,Driving carelessly,Slight Injury
,,5,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,3,Changing lane to the left,Slight Injury
2-5yr,Automobile,No defect,Asphalt roads,Darkness - lights lit,Normal,Collision with pedestrians,2,2,3,No priority to vehicle,Slight Injury
Above 10yr,Minibus,No defect,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,2,1,3,No distancing,Slight Injury
Above 10yr,Minibus,No defect,Gravel roads,Daylight,Normal,Collision with roadside objects,2,1,3,Changing lane to the right,Slight Injury
5-10yr,Lorry,,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,1,1,na,Changing lane to the right,Serious Injury
1-2yr,Automobile,,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,2,1,na,Driving at high speed,Slight Injury
Below 1yr,Ridden horse,No defect,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,2,1,3,No distancing,Slight Injury
Below 1yr,Automobile,,Asphalt roads,Daylight,Normal,Rollover,2,1,na,Changing lane to the right,Slight Injury
2-5yr,Automobile,,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,2,1,2,Changing lane to the left,Slight Injury
1-2yr,Automobile,,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,2,1,3,Getting off the vehicle improperly,Slight Injury
5-10yr,Other,No defect,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,2,1,na,Other,Slight Injury
2-5yr,Automobile,No defect,Asphalt roads,Daylight,Normal,Collision with pedestrians,2,3,3,Other,Slight Injury
5-10yr,Automobile,No defect,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,2,3,3,No distancing,Slight Injury
Above 10yr,Automobile,,Asphalt roads,Daylight,Normal,Collision with roadside objects,2,3,na,No priority to vehicle,Slight Injury
5-10yr,Automobile,,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,2,3,3,Overtaking,Slight Injury
5-10yr,Minibus,,Asphalt roads,Daylight,Normal,Rollover,2,1,3,No priority to pedestrian,Slight Injury
5-10yr,,No defect,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,2,1,na,No distancing,Slight Injury
Above 10yr,Automobile,No defect,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,2,1,na,Changing lane to the right,Slight Injury
1-2yr,Lorry,No defect,Gravel roads,Daylight,Raining,Vehicle with vehicle collision,2,1,3,Driving carelessly,Slight Injury
2-5yr,,No defect,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,2,1,na,Changing lane to the right,Slight Injury
1-2yr,Bus,No defect,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,2,1,na,Overtaking,Slight Injury
,,No defect,Asphalt roads,Daylight,Normal,Collision with roadside objects,2,1,3,Other,Slight Injury
5-10yr,Minibus,,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,2,1,na,Driving to the left,Slight Injury
5-10yr,Minibus,,Earth roads,Daylight,Normal,Vehicle with vehicle collision,2,1,3,Driving at high speed,Slight Injury
Above 10yr,Automobile,No defect,Asphalt roads,Daylight,Normal,Collision with roadside objects,2,1,3,Unknown,Slight Injury
2-5yr,,No defect,Asphalt roads,Daylight,Normal,Collision with roadside objects,2,1,3,Changing lane to the right,Slight Injury
Above 10yr,Automobile,No defect,,Daylight,Normal,Vehicle with vehicle collision,2,1,3,No distancing,Slight Injury
2-5yr,Lorry,No defect,Gravel roads,Daylight,Normal,Vehicle with vehicle collision,2,1,na,Other,Slight Injury
5-10yr,Minibus,,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,2,1,3,No priority to vehicle,Slight Injury
5-10yr,Lorry,,,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,3,Changing lane to the left,Slight Injury
5-10yr,Automobile,No defect,Asphalt roads,Darkness - lights lit,Normal,Collision with roadside objects,2,1,na,No priority to pedestrian,Slight Injury
5-10yr,Automobile,No defect,Earth roads,Daylight,Normal,Vehicle with vehicle collision,1,4,3,Overtaking,Slight Injury
Above 10yr,Automobile,No defect,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,1,4,3,Driving carelessly,Slight Injury
Below 1yr,Motorcycle,,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,1,4,na,No priority to vehicle,Slight Injury
5-10yr,Minibus,,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,1,4,3,No priority to pedestrian,Slight Injury
1-2yr,Lorry,,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,1,1,3,Changing lane to the right,Serious Injury
,,,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,1,1,na,Driving carelessly,Slight Injury
Above 10yr,,No defect,Earth roads,Darkness - lights lit,Normal,Collision with roadside objects,2,1,3,Changing lane to the right,Slight Injury
2-5yr,Automobile,No defect,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,na,Changing lane to the right,Slight Injury
1-2yr,Lorry,No defect,Asphalt roads,Darkness - lights lit,Normal,Collision with pedestrians,2,1,3,Changing lane to the left,Serious Injury
1-2yr,Lorry,No defect,Asphalt roads,Darkness - lights lit,Normal,Collision with roadside objects,2,1,2,Overturning,Serious Injury
2-5yr,Automobile,No defect,Asphalt roads,Daylight,Normal,Collision with roadside objects,1,2,na,Driving carelessly,Slight Injury
,Lorry,,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,1,2,3,No distancing,Slight Injury
2-5yr,Automobile,No defect,Asphalt roads,Darkness - lights lit,Normal,Rollover,2,3,3,Driving carelessly,Slight Injury
1-2yr,Other,,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,na,Changing lane to the left,Slight Injury
5-10yr,Other,,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,na,No priority to vehicle,Slight Injury
Below 1yr,Lorry,,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,2,1,3,Changing lane to the right,Serious Injury
2-5yr,,,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,2,1,na,No distancing,Serious Injury
5-10yr,Automobile,No defect,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,2,1,3,Moving Backward,Fatal Injury
Above 10yr,Lorry,No defect,Earth roads,Daylight,Normal,Vehicle with vehicle collision,2,1,3,Moving Backward,Fatal Injury
2-5yr,Other,No defect,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,2,1,na,No distancing,Slight Injury
Above 10yr,Lorry,No defect,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,2,1,na,No distancing,Slight Injury
1-2yr,Automobile,,Asphalt roads,Daylight,Normal,Collision with roadside objects,2,1,3,No distancing,Slight Injury
5-10yr,Automobile,No defect,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,2,1,na,No priority to pedestrian,Slight Injury
2-5yr,Lorry,No defect,Other,Daylight,Normal,Vehicle with vehicle collision,3,1,na,Driving carelessly,Slight Injury
2-5yr,Minibus,No defect,Gravel roads,Daylight,Normal,Vehicle with vehicle collision,3,1,na,Changing lane to the right,Slight Injury
2-5yr,Long lorry,No defect,Gravel roads,Daylight,Normal,Vehicle with vehicle collision,3,1,3,Changing lane to the left,Slight Injury
2-5yr,Automobile,,Asphalt roads,Darkness - lights lit,Normal,Collision with pedestrians,2,1,2,Driving carelessly,Slight Injury
Above 10yr,Automobile,,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,3,Driving carelessly,Slight Injury
Above 10yr,Other,,Earth roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,3,No distancing,Slight Injury
5-10yr,,,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,na,Other,Slight Injury
,Long lorry,,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,na,Changing lane to the right,Slight Injury
2-5yr,Minibus,,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,3,Changing lane to the right,Slight Injury
5-10yr,Minibus,,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,2,1,2,No distancing,Slight Injury
5-10yr,Other,,Earth roads,Daylight,Normal,Collision with roadside objects,2,1,na,No distancing,Slight Injury
Above 10yr,Other,,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,1,1,2,Overturning,Slight Injury
5-10yr,Other,,Asphalt roads,Darkness - no lighting,Normal,Vehicle with vehicle collision,1,4,na,Driving at high speed,Serious Injury
Above 10yr,Minibus,,Asphalt roads,Darkness - no lighting,Normal,Vehicle with vehicle collision,1,4,2,No priority to vehicle,Serious Injury
Below 1yr,Lorry,No defect,Asphalt roads,Darkness - no lighting,Normal,Vehicle with vehicle collision,1,4,na,No priority to pedestrian,Serious Injury
5-10yr,Other,,Asphalt roads,Darkness - no lighting,Normal,Vehicle with vehicle collision,1,4,na,No priority to vehicle,Serious Injury
1-2yr,Minibus,No defect,Asphalt roads,Darkness - lights unlit,Normal,Vehicle with vehicle collision,3,1,na,Other,Slight Injury
5-10yr,Other,No defect,Asphalt roads,Darkness - lights unlit,Normal,Vehicle with vehicle collision,3,1,3,Other,Slight Injury
5-10yr,Lorry,No defect,Asphalt roads,Darkness - lights unlit,Normal,Vehicle with vehicle collision,3,1,na,Moving Backward,Slight Injury
2-5yr,Other,,Asphalt roads,Daylight,Normal,Rollover,2,1,na,No distancing,Slight Injury
5-10yr,Other,,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,2,1,3,Moving Backward,Slight Injury
5-10yr,Other,,Earth roads,Daylight,Normal,Vehicle with vehicle collision,1,1,3,No priority to vehicle,Slight Injury
Above 10yr,Automobile,No defect,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,1,1,3,Driving carelessly,Slight Injury
Above 10yr,Automobile,No defect,Asphalt roads,Darkness - lights lit,Normal,Collision with roadside objects,2,3,na,No distancing,Slight Injury
Below 1yr,Other,No defect,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,na,Other,Slight Injury
5-10yr,Lorry,,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,3,Changing lane to the right,Slight Injury
5-10yr,Minibus,No defect,Earth roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,na,No distancing,Slight Injury
2-5yr,Automobile,,Asphalt roads,Darkness - lights lit,Raining,Collision with roadside objects,2,1,3,Driving carelessly,Slight Injury
Above 10yr,Automobile,,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,na,No distancing,Slight Injury
2-5yr,Lorry,,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,3,1,3,No priority to vehicle,Slight Injury
Above 10yr,Minibus,,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,3,1,na,Changing lane to the right,Slight Injury
Below 1yr,Other,,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,3,1,2,No priority to pedestrian,Slight Injury
2-5yr,Lorry,,Asphalt roads,Daylight,Normal,Collision with roadside objects,1,1,3,No priority to vehicle,Serious Injury
5-10yr,Automobile,,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,2,1,3,Changing lane to the left,Slight Injury
5-10yr,Other,No defect,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,2,1,na,Turnover,Slight Injury
1-2yr,Lorry,,Other,Daylight,Normal,Vehicle with vehicle collision,1,1,3,Driving to the left,Slight Injury
,Ridden horse,,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,3,na,Driving carelessly,Slight Injury
1-2yr,Automobile,No defect,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,3,3,Driving to the left,Slight Injury
5-10yr,Automobile,,Asphalt roads,Darkness - lights lit,Normal,Collision with pedestrians,1,3,3,Driving carelessly,Slight Injury
1-2yr,Automobile,,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,1,1,na,No priority to pedestrian,Slight Injury
5-10yr,Other,,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,3,Driving carelessly,Slight Injury
2-5yr,Lorry,,Asphalt roads,Darkness - lights lit,Raining,Collision with roadside objects,2,1,3,Changing lane to the right,Slight Injury
2-5yr,Lorry,,Asphalt roads,Darkness - no lighting,Normal,Vehicle with vehicle collision,1,1,3,Moving Backward,Serious Injury
5-10yr,Long lorry,,Earth roads,Daylight,Normal,Vehicle with vehicle collision,1,1,3,Driving carelessly,Slight Injury
Below 1yr,Automobile,,Asphalt roads,Darkness - lights lit,Normal,Collision with pedestrians,1,1,na,Changing lane to the right,Slight Injury
Below 1yr,Minibus,,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,3,Driving carelessly,Serious Injury
,Automobile,,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,3,Driving carelessly,Serious Injury
Below 1yr,Minibus,,Asphalt roads,Darkness - lights lit,Normal,Collision with pedestrians,1,2,3,Driving carelessly,Serious Injury
2-5yr,Lorry,,Asphalt roads,Darkness - lights lit,Normal,Collision with pedestrians,1,2,na,Changing lane to the right,Serious Injury
2-5yr,Automobile,No defect,Asphalt roads,Darkness - lights lit,Raining,Collision with pedestrians,1,4,na,Changing lane to the right,Slight Injury
5-10yr,Lorry,,Asphalt roads,Darkness - lights lit,Raining,Collision with roadside objects,1,4,3,Driving carelessly,Slight Injury
5-10yr,Lorry,No defect,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,1,4,3,Overtaking,Slight Injury
5-10yr,Automobile,No defect,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,1,4,3,Changing lane to the right,Slight Injury
5-10yr,Other,,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,1,1,1,No distancing,Slight Injury
5-10yr,Automobile,,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,1,1,3,Other,Slight Injury
2-5yr,Automobile,No defect,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,na,Changing lane to the right,Slight Injury
5-10yr,Lorry,7,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,3,Changing lane to the right,Slight Injury
Below 1yr,Motorcycle,7,Asphalt roads,Darkness - lights lit,Normal,Collision with pedestrians,2,2,3,Overtaking,Slight Injury
1-2yr,Automobile,No defect,Asphalt roads,Darkness - lights lit,Raining and Windy,Collision with roadside objects,2,1,na,Other,Slight Injury
2-5yr,Lorry,No defect,Earth roads,Darkness - lights lit,Raining and Windy,Vehicle with vehicle collision,2,1,3,Driving to the left,Slight Injury
2-5yr,Lorry,No defect,Asphalt roads,Daylight,Cloudy,Vehicle with vehicle collision,2,2,3,Overtaking,Slight Injury
5-10yr,Lorry,No defect,,Daylight,Cloudy,Vehicle with vehicle collision,2,2,3,No priority to vehicle,Slight Injury
5-10yr,Automobile,No defect,Asphalt roads,Daylight,Cloudy,Vehicle with vehicle collision,2,2,na,Moving Backward,Slight Injury
,,,Asphalt roads,Darkness - lights lit,Raining,With Train,2,1,3,Other,Slight Injury
Above 10yr,Automobile,,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,na,No priority to vehicle,Slight Injury
Above 10yr,Minibus,No defect,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,3,No priority to pedestrian,Slight Injury
Above 10yr,Minibus,,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,3,Changing lane to the right,Slight Injury
unknown,Other,,Asphalt roads,Darkness - no lighting,Normal,Vehicle with vehicle collision,2,3,2,Changing lane to the right,Slight Injury
5-10yr,Automobile,,Asphalt roads,Darkness - no lighting,Normal,Vehicle with vehicle collision,2,3,na,Changing lane to the right,Slight Injury
2-5yr,Automobile,,Asphalt roads,Darkness - no lighting,Normal,Vehicle with vehicle collision,2,3,3,Driving to the left,Slight Injury
5-10yr,Minibus,,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,na,Changing lane to the left,Slight Injury
2-5yr,Minibus,,Gravel roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,3,Moving Backward,Slight Injury
5-10yr,Automobile,,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,na,Driving at high speed,Slight Injury
Above 10yr,Other,No defect,Asphalt roads,Darkness - lights lit,Raining,Collision with pedestrians,2,1,3,Moving Backward,Slight Injury
2-5yr,Automobile,No defect,Asphalt roads,Darkness - lights lit,Normal,Collision with roadside objects,2,1,na,No distancing,Slight Injury
2-5yr,Lorry,No defect,Asphalt roads,Darkness - lights lit,Normal,Collision with roadside objects,2,1,3,Other,Slight Injury
Above 10yr,Automobile,No defect,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,2,2,2,No priority to vehicle,Slight Injury
1-2yr,Automobile,No defect,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,2,2,na,Changing lane to the right,Slight Injury
Above 10yr,Lorry,No defect,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,2,2,na,Other,Slight Injury
,,,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,3,No distancing,Slight Injury
5-10yr,Other,No defect,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,na,Driving carelessly,Slight Injury
5-10yr,Automobile,No defect,Asphalt roads,Darkness - lights lit,Raining,Collision with roadside objects,2,1,3,No distancing,Slight Injury
5-10yr,Automobile,,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,3,Moving Backward,Slight Injury
Above 10yr,Automobile,No defect,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,2,1,na,No distancing,Slight Injury
1-2yr,Automobile,No defect,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,2,1,3,Moving Backward,Slight Injury
2-5yr,Lorry,No defect,Asphalt roads,Daylight,Other,Vehicle with vehicle collision,1,1,2,No priority to pedestrian,Slight Injury
Below 1yr,Other,No defect,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,2,3,3,Changing lane to the left,Slight Injury
Above 10yr,Automobile,,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,2,3,na,No distancing,Slight Injury
1-2yr,Automobile,,Asphalt roads,Daylight,Raining,Collision with pedestrians,2,3,na,Other,Slight Injury
5-10yr,Other,,Other,Daylight,Normal,Collision with pedestrians,2,1,3,No distancing,Slight Injury
5-10yr,Automobile,No defect,Asphalt roads,Daylight,Normal,Collision with roadside objects,2,1,3,No priority to pedestrian,Slight Injury
Below 1yr,Automobile,,Asphalt roads,Darkness - lights lit,Normal,Collision with pedestrians,3,1,na,Moving Backward,Slight Injury
,Lorry,No defect,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,1,na,No priority to pedestrian,Slight Injury
Above 10yr,Automobile,No defect,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,1,3,No distancing,Slight Injury
,,,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,3,No priority to pedestrian,Serious Injury
1-2yr,Automobile,No defect,Asphalt roads,Darkness - lights lit,Raining,Collision with roadside objects,2,1,3,Driving carelessly,Serious Injury
2-5yr,Automobile,,Asphalt roads,Darkness - lights lit,Raining,Collision with roadside objects,2,1,3,Getting off the vehicle improperly,Serious Injury
unknown,Turbo,No defect,Other,Darkness - no lighting,Windy,Vehicle with vehicle collision,2,3,3,Driving carelessly,Slight Injury
Above 10yr,,No defect,Asphalt roads,Darkness - no lighting,Windy,Vehicle with vehicle collision,2,3,na,Changing lane to the left,Slight Injury
2-5yr,Automobile,No defect,Asphalt roads,Darkness - no lighting,Windy,Vehicle with vehicle collision,2,3,3,No priority to vehicle,Slight Injury
5-10yr,Automobile,No defect,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,1,1,na,Changing lane to the right,Slight Injury
2-5yr,Automobile,No defect,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,1,1,3,Changing lane to the right,Serious Injury
1-2yr,Automobile,No defect,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,1,1,3,No distancing,Slight Injury
5-10yr,Automobile,No defect,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,1,1,na,No distancing,Slight Injury
2-5yr,Lorry,No defect,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,1,1,na,Changing lane to the left,Slight Injury
5-10yr,Lorry,No defect,Asphalt roads,Darkness - no lighting,Normal,Vehicle with vehicle collision,1,1,3,Changing lane to the right,Slight Injury
5-10yr,Automobile,No defect,,Darkness - lights lit,Raining,Collision with roadside objects,2,1,3,No priority to vehicle,Slight Injury
2-5yr,Lorry,No defect,Other,Darkness - lights lit,Raining,Collision with roadside objects,2,1,3,Changing lane to the left,Slight Injury
2-5yr,Lorry,No defect,Asphalt roads,Darkness - no lighting,Raining,Collision with pedestrians,2,1,2,No priority to vehicle,Slight Injury
2-5yr,Lorry,No defect,Asphalt roads,Darkness - no lighting,Raining,Vehicle with vehicle collision,2,1,3,Moving Backward,Slight Injury
5-10yr,Lorry,No defect,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,2,1,na,Turnover,Serious Injury
1-2yr,Automobile,,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,2,1,3,No distancing,Serious Injury
2-5yr,Automobile,5,Asphalt roads with some distress,Daylight,Normal,Vehicle with vehicle collision,2,1,na,No distancing,Slight Injury
2-5yr,Automobile,No defect,,Daylight,Normal,Vehicle with vehicle collision,2,1,3,No distancing,Slight Injury
,Minibus,No defect,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,2,1,3,Changing lane to the left,Slight Injury
1-2yr,Automobile,No defect,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,2,1,3,No priority to vehicle,Slight Injury
Below 1yr,Minibus,No defect,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,3,Driving at high speed,Slight Injury
1-2yr,Minibus,No defect,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,3,Overtaking,Slight Injury
1-2yr,Automobile,No defect,Earth roads,Darkness - lights lit,Windy,Collision with pedestrians,2,1,3,Other,Slight Injury
Above 10yr,Lorry,No defect,Asphalt roads,Darkness - lights lit,Windy,Collision with pedestrians,2,1,3,Changing lane to the left,Slight Injury
1-2yr,Automobile,No defect,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,3,No priority to pedestrian,Slight Injury
2-5yr,Lorry,7,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,3,Changing lane to the left,Slight Injury
2-5yr,Other,No defect,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,2,2,na,No distancing,Slight Injury
Above 10yr,Automobile,No defect,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,2,2,3,Moving Backward,Slight Injury
